visualization_filename, serialization
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_13_noise_40.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', 'Applicant is involved', 'Period application received', X( tau, 'Reception through OLO system' ), *( ->( 'Issue confirmation receipt', X( tau, 'Log senddate acknowledgement' ) ), tau ), X( tau, ->( 'Calculate provisional charges', 'Terminate on request' ) ), X( tau, 'Environmental Report needed' ), X( tau, ->( 'No permit required for submission', 'MER shown', 'Activities for regular procedure', 'Phased application' ) ), 'Direct to the competent authority', X( tau, *( 'No permit necessary or only notification needed', tau ) ), X( tau, 'Normal procedure without MER' ), X( ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( X( tau, ->( 'Create procedure confirmation', 'Create subcases completeness' ) ), 'Start WABOprocedure', X( 'View field phased application', 'Process subcases completeness', ->( 'Send procedure confirmation', X( tau, 'Create publication report' ) ), 'Update procedure' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_13_noise_50.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', 'Applicant is involved', 'Period application received', X( tau, 'Reception through OLO system' ), *( ->( 'Issue confirmation receipt', X( tau, 'Log senddate acknowledgement' ) ), tau ), X( tau, ->( 'Calculate provisional charges', 'Terminate on request' ) ), X( tau, 'Environmental Report needed' ), 'No permit required for submission', 'MER shown', 'Activities for regular procedure', 'Phased application', 'Direct to the competent authority', X( tau, *( 'No permit necessary or only notification needed', tau ) ), X( tau, 'Normal procedure without MER' ), X( ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( X( 'Start WABOprocedure', ->( 'Create procedure confirmation', 'Create subcases completeness' ) ), X( 'View field phased application', 'Process subcases completeness', ->( 'Send procedure confirmation', X( tau, 'Create publication report' ) ), 'Update procedure' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_13_noise_60.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', 'Applicant is involved', 'Period application received', X( tau, 'Reception through OLO system' ), *( ->( 'Issue confirmation receipt', 'Log senddate acknowledgement' ), tau ), X( tau, ->( 'Calculate provisional charges', 'Terminate on request' ) ), X( tau, 'Environmental Report needed' ), 'No permit required for submission', 'MER shown', 'Activities for regular procedure', 'Phased application', 'Direct to the competent authority', X( tau, *( 'No permit necessary or only notification needed', tau ) ), 'Normal procedure without MER', X( ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( X( 'Start WABOprocedure', ->( 'Create procedure confirmation', 'Create subcases completeness' ) ), X( 'View field phased application', 'Process subcases completeness', ->( 'Send procedure confirmation', X( tau, 'Create publication report' ) ), 'Update procedure' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_13_noise_70.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', 'Applicant is involved', 'Period application received', X( tau, 'Reception through OLO system' ), *( ->( 'Issue confirmation receipt', 'Log senddate acknowledgement' ), tau ), X( tau, ->( 'Calculate provisional charges', 'Terminate on request' ) ), X( tau, 'Environmental Report needed' ), 'No permit required for submission', 'MER shown', 'Activities for regular procedure', 'Phased application', 'Direct to the competent authority', X( tau, *( 'No permit necessary or only notification needed', tau ) ), 'Normal procedure without MER', X( ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( X( 'Start WABOprocedure', ->( 'Create procedure confirmation', 'Create subcases completeness' ) ), X( 'View field phased application', 'Process subcases completeness', ->( 'Send procedure confirmation', 'Create publication report' ), 'Update procedure' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_13_noise_80.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', 'Applicant is involved', 'Period application received', 'Reception through OLO system', *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Calculate provisional charges', 'Terminate on request' ) ), 'Environmental Report needed', 'No permit required for submission', 'MER shown', 'Activities for regular procedure', 'Phased application', 'Direct to the competent authority', X( tau, *( 'No permit necessary or only notification needed', tau ) ), 'Normal procedure without MER', X( ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( X( 'Start WABOprocedure', ->( 'Create procedure confirmation', 'Create subcases completeness' ) ), X( 'View field phased application', 'Process subcases completeness', ->( 'Send procedure confirmation', 'Create publication report' ), 'Update procedure' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_13_noise_90.svg', "->( 'Record submission date request', 'Log senddate procedure confirmation', 'OLO messaging ongoing', 'Applicant is involved', 'Period application received', 'Reception through OLO system', *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Calculate provisional charges', 'Terminate on request' ) ), 'Environmental Report needed', 'No permit required for submission', 'MER shown', 'Activities for regular procedure', 'Phased application', 'Direct to the competent authority', *( 'No permit necessary or only notification needed', tau ), 'Normal procedure without MER', X( ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( X( 'Start WABOprocedure', ->( 'Create procedure confirmation', 'Create subcases completeness' ) ), X( 'View field phased application', 'Process subcases completeness', ->( 'Send procedure confirmation', 'Create publication report' ), 'Update procedure' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_14_noise_10.svg', "->( 'Record submission date request', +( X( tau, 'Applicant is involved' ), 'Period application received', ->( X( tau, ->( X( tau, 'Log senddate procedure confirmation' ), X( 'OLO messaging ongoing', 'Reception through OLO system' ) ) ), +( X( tau, 'Log senddate acknowledgement' ), *( 'Issue confirmation receipt', tau ) ), +( X( tau, 'Normal procedure without MER' ), ->( X( tau, 'Environmental Report needed' ), +( X( tau, 'Direct to the competent authority' ), ->( X( tau, 'No permit required for submission' ), +( X( tau, 'Start WABOprocedure' ), ->( X( tau, ->( +( X( tau, *( 'No permit necessary or only notification needed', tau ) ), X( tau, 'Terminate on request' ) ), X( tau, 'Inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER shown' ), 'Activities for regular procedure', X( tau, 'Phased application' ) ) ), X( tau, +( X( tau, 'Create procedure confirmation' ), X( 'View field phased application', ->( X( 'Create subcases completeness', 'Send procedure confirmation' ), X( tau, ->( 'Process subcases completeness', X( tau, 'Subcases completeness done' ) ) ), X( tau, ->( 'Update procedure', X( tau, 'Fulfill request' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Create publication report', ->( 'Competent authority action', 'Document date termination request received' ), ->( 'Send letter in progress', 'Period application receptive' ), ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( 'phase needs notification only', +( 'Document deadline', ->( +( 'record senddate letter no permit or notification required', 'draft no permit or notification letter' ), 'Phase procedure terminated' ) ), 'Close the file' ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_14_noise_20.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', +( X( tau, 'Applicant is involved' ), 'Period application received', ->( +( 'Log senddate acknowledgement', *( 'Issue confirmation receipt', tau ) ), X( tau, *( 'No permit necessary or only notification needed', tau ) ) ) ), X( tau, 'Calculate provisional charges' ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), +( 'Direct to the competent authority', ->( X( tau, 'No permit required for submission' ), +( X( tau, 'Start WABOprocedure' ), ->( X( tau, ->( 'Terminate on request', X( tau, 'Inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER shown' ), 'Activities for regular procedure', 'Phased application' ) ), +( X( tau, 'Create procedure confirmation' ), X( 'View field phased application', ->( X( 'Create subcases completeness', 'Send procedure confirmation' ), X( tau, ->( 'Process subcases completeness', X( tau, 'Subcases completeness done' ) ) ), X( tau, ->( 'Update procedure', X( tau, 'Fulfill request' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Create publication report', ->( 'Competent authority action', 'Document date termination request received' ), ->( 'Send letter in progress', 'Period application receptive' ), ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( 'phase needs notification only', +( 'Document deadline', ->( +( 'record senddate letter no permit or notification required', 'draft no permit or notification letter' ), 'Phase procedure terminated' ) ), 'Close the file' ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_14_noise_30.svg', "->( 'Record submission date request', X( tau, 'Log senddate procedure confirmation' ), 'OLO messaging ongoing', +( 'Applicant is involved', 'Period application received', ->( +( 'Log senddate acknowledgement', *( 'Issue confirmation receipt', tau ) ), X( tau, *( 'No permit necessary or only notification needed', tau ) ) ) ), X( tau, ->( X( tau, 'Calculate provisional charges' ), 'Terminate on request', X( tau, 'Inform BAG administrator' ) ) ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), X( tau, ->( X( tau, ->( X( tau, 'No permit required for submission' ), 'MER shown' ) ), 'Activities for regular procedure', 'Phased application', X( tau, ->( 'Send procedure confirmation', X( tau, ->( 'Process subcases completeness', 'Subcases completeness done' ) ) ) ) ) ), *( X( 'Start WABOprocedure', 'Direct to the competent authority', ->( 'Create procedure confirmation', X( tau, 'Create subcases completeness' ) ), ->( 'Update procedure', X( tau, 'Fulfill request' ) ) ), tau ) ) ), X( tau, 'View field phased application' ), X( tau, 'Create publication report', ->( 'Competent authority action', 'Document date termination request received' ), ->( 'Send letter in progress', 'Period application receptive' ), ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( 'phase needs notification only', +( 'Document deadline', ->( +( 'record senddate letter no permit or notification required', 'draft no permit or notification letter' ), 'Phase procedure terminated' ) ), 'Close the file' ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_12_and_14_noise_40.svg', "->( 'Record submission date request', +( 'Applicant is involved', 'Period application received', ->( X( tau, 'Log senddate procedure confirmation' ), X( 'OLO messaging ongoing', 'Reception through OLO system' ), +( 'Log senddate acknowledgement', *( 'Issue confirmation receipt', tau ) ), X( tau, 'Calculate provisional charges' ), X( *( 'No permit necessary or only notification needed', tau ), ->( X( tau, ->( 'Terminate on request', X( tau, 'Inform BAG administrator' ) ) ), X( tau, ->( 'Create procedure confirmation', 'Create subcases completeness', 'Update procedure', 'Fulfill request' ) ), +( 'Direct to the competent authority', ->( 'Normal procedure without MER', X( tau, ->( X( 'MER shown', 'Environmental Report needed' ), 'Activities for regular procedure', 'Phased application' ) ) ) ), 'Start WABOprocedure', X( tau, 'View field phased application', 'Send procedure confirmation' ) ) ) ) ), X( tau, 'Create publication report', ->( 'Competent authority action', 'Document date termination request received' ), ->( 'Send letter in progress', 'Period application receptive' ), ->( 'Decision date before final decision', 'generate no permit required decision', 'Establish decision status', 'create no permit necessary decision' ), ->( 'phase needs notification only', +( 'Document deadline', ->( +( 'record senddate letter no permit or notification required', 'draft no permit or notification letter' ), 'Phase procedure terminated' ) ), 'Close the file' ) ) )")
